gene,disease,diseaseId
RAB39B,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB39B,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB39B,refractory hairy cell leukemia,MONDO_0004110
RAB39B,refractory malignant neoplasm,MONDO_0036501
RAB39B,biliary tract neoplasm,EFO_0003891
RAB39B,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB39B,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB39B,adult B acute lymphoblastic leukemia,EFO_1001935
RAB39B,adult T acute lymphoblastic leukemia,EFO_1001936
RAB39B,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB39B,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB39B,core binding factor acute myeloid leukemia,EFO_1002001
RAB39B,grade II glioma,MONDO_0021639
RAB39B,upper aerodigestive tract neoplasm,EFO_0004284
RAB39B,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB39B,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB39B,fallopian tube cancer,MONDO_0002158
RAB39B,urethra cancer,MONDO_0004192
RAB39B,lethal midline granuloma,EFO_1001013
RAB39B,small intestine lymphoma,MONDO_0001852
RAB39B,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB39B,pituitary-dependent Cushing's disease,EFO_1001110
RAB39B,adult glioblastoma,MONDO_0020690
RAB24,core binding factor acute myeloid leukemia,EFO_1002001
RAB24,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB24,adult acute lymphoblastic leukemia,MONDO_0003541
RAB24,adult hepatocellular carcinoma,MONDO_0016216
RAB24,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB24,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB24,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB24,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB24,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB24,adult B acute lymphoblastic leukemia,EFO_1001935
RAB24,upper aerodigestive tract neoplasm,EFO_0004284
RAB24,pituitary-dependent Cushing's disease,EFO_1001110
RAB24,acute myeloblastic leukemia with maturation,EFO_0003028
RAB24,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB24,biliary tract neoplasm,EFO_0003891
RAB24,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB24,lethal midline granuloma,EFO_1001013
RAB24,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB24,grade II glioma,MONDO_0021639
RAB24,ureter urothelial carcinoma,EFO_1001973
RAB24,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB24,childhood acute myeloid leukemia,EFO_0000330
RAB24,urethra cancer,MONDO_0004192
RAB24,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB24,refractory malignant neoplasm,MONDO_0036501
RAB24,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB24,adult glioblastoma,MONDO_0020690
RAB24,refractory hairy cell leukemia,MONDO_0004110
RAB24,adult T acute lymphoblastic leukemia,EFO_1001936
RAB24,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB44,upper aerodigestive tract neoplasm,EFO_0004284
RAB44,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB44,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB44,adult B acute lymphoblastic leukemia,EFO_1001935
RAB44,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB44,core binding factor acute myeloid leukemia,EFO_1002001
RAB44,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB44,adult hepatocellular carcinoma,MONDO_0016216
RAB44,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB44,chronic renal failure syndrome,MONDO_0024327
RAB44,adult acute lymphoblastic leukemia,MONDO_0003541
RAB44,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB44,acute myeloblastic leukemia with maturation,EFO_0003028
RAB44,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB44,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB44,refractory hairy cell leukemia,MONDO_0004110
RAB44,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB44,grade II glioma,MONDO_0021639
RAB44,pituitary-dependent Cushing's disease,EFO_1001110
RAB44,adult oligodendroglioma,MONDO_0002543
RAB44,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB44,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB44,adult glioblastoma,MONDO_0020690
RAB44,HIV-Associated Lipodystrophy Syndrome,EFO_1001348
RAB44,uveitis,EFO_1001231
RAB44,adult T acute lymphoblastic leukemia,EFO_1001936
RAB44,childhood acute myeloid leukemia,EFO_0000330
RAB44,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB44,Endometrial Hyperplasia without Atypia,EFO_1000234
RAB44,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB17,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB17,acute myeloblastic leukemia with maturation,EFO_0003028
RAB17,upper aerodigestive tract neoplasm,EFO_0004284
RAB17,core binding factor acute myeloid leukemia,EFO_1002001
RAB17,urethra cancer,MONDO_0004192
RAB17,small intestine lymphoma,MONDO_0001852
RAB17,biliary tract neoplasm,EFO_0003891
RAB17,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB17,adult acute lymphoblastic leukemia,MONDO_0003541
RAB17,adult hepatocellular carcinoma,MONDO_0016216
RAB17,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB17,grade II glioma,MONDO_0021639
RAB17,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB17,adult B acute lymphoblastic leukemia,EFO_1001935
RAB17,adult T acute lymphoblastic leukemia,EFO_1001936
RAB17,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB17,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB17,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB17,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB17,refractory malignant neoplasm,MONDO_0036501
RAB17,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB17,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB17,adult glioblastoma,MONDO_0020690
RAB17,childhood acute myeloid leukemia,EFO_0000330
RAB17,adult oligodendroglioma,MONDO_0002543
RAB17,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB17,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB17,mixed glioma,MONDO_0003268
RAB17,verrucous carcinoma of oral cavity,MONDO_0021538
RAB17,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB40A,urethra cancer,MONDO_0004192
RAB40A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB40A,grade II glioma,MONDO_0021639
RAB40A,childhood acute myeloid leukemia,EFO_0000330
RAB40A,refractory hairy cell leukemia,MONDO_0004110
RAB40A,small intestine lymphoma,MONDO_0001852
RAB40A,chronic renal failure syndrome,MONDO_0024327
RAB40A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB40A,core binding factor acute myeloid leukemia,EFO_1002001
RAB40A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB40A,upper aerodigestive tract neoplasm,EFO_0004284
RAB40A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB40A,adult glioblastoma,MONDO_0020690
RAB40A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB40A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB40A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB40A,biliary tract neoplasm,EFO_0003891
RAB40A,pituitary-dependent Cushing's disease,EFO_1001110
RAB40A,adult hepatocellular carcinoma,MONDO_0016216
RAB40A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB40A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB40A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB40A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB40A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB40A,refractory malignant neoplasm,MONDO_0036501
RAB40A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB40A,lethal midline granuloma,EFO_1001013
RAB40A,Penile Fibromatosis,EFO_1000466
RAB40A,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB40A,intermittent vascular claudication,EFO_0003876
RAB7B,adult acute lymphoblastic leukemia,MONDO_0003541
RAB7B,adult hepatocellular carcinoma,MONDO_0016216
RAB7B,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB7B,adult B acute lymphoblastic leukemia,EFO_1001935
RAB7B,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB7B,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB7B,upper aerodigestive tract neoplasm,EFO_0004284
RAB7B,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB7B,refractory hairy cell leukemia,MONDO_0004110
RAB7B,core binding factor acute myeloid leukemia,EFO_1002001
RAB7B,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB7B,pituitary-dependent Cushing's disease,EFO_1001110
RAB7B,urethra cancer,MONDO_0004192
RAB7B,sex chromosome disorder of sex development,MONDO_0017975
RAB7B,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB7B,chronic renal failure syndrome,MONDO_0024327
RAB7B,grade II glioma,MONDO_0021639
RAB7B,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB7B,HIV-Associated Lipodystrophy Syndrome,EFO_1001348
RAB7B,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB7B,acute myeloblastic leukemia with maturation,EFO_0003028
RAB7B,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB7B,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB7B,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB7B,adult T acute lymphoblastic leukemia,EFO_1001936
RAB7B,verrucous carcinoma of oral cavity,MONDO_0021538
RAB7B,shoulder impingement syndrome,EFO_1001178
RAB7B,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB7B,Endometrial Hyperplasia without Atypia,EFO_1000234
RAB7B,small intestine lymphoma,MONDO_0001852
