diseaseId,diseaseName,orphan,known_clinical_targets,comparison_row_count,available_ot_score_count,available_ottree_count
EFO_0004235,exfoliation syndrome,False,3.0,129,129,129
EFO_0004236,focal segmental glomerulosclerosis,False,77.0,408,408,408
EFO_0004237,Graves disease,False,11.0,365,365,365
EFO_0004238,hearing loss,False,16.0,373,373,373
EFO_0004239,chronic hepatitis B virus infection,False,32.0,502,502,502
EFO_0004240,heroin dependence,False,16.0,112,112,112
EFO_0004242,obsessive-compulsive disorder,False,81.0,234,234,234
EFO_0004243,carcinoid tumor,False,59.0,273,273,273
EFO_0004244,interstitial lung disease,False,26.0,498,498,498
EFO_0004246,mucocutaneous lymph node syndrome,False,7.0,447,447,447
EFO_0004247,mood disorder,False,57.0,451,451,451
EFO_0004248,male infertility,False,11.0,433,433,433
EFO_0004249,,,0.0,286,286,286
EFO_0004251,myeloproliferative disorder,False,54.0,247,247,247
EFO_0004252,nasopharyngeal neoplasm,False,62.0,181,181,181
EFO_0004253,nephrolithiasis,False,23.0,295,295,295
EFO_0004254,membranous glomerulonephritis,False,10.0,239,239,239
EFO_0004255,nephrotic syndrome,False,45.0,391,391,391
EFO_0004256,neuromyelitis optica,False,35.0,226,226,226
EFO_0004257,neurotic disorder,False,5.0,149,149,149
EFO_0004259,osteonecrosis,False,44.0,243,243,243
EFO_0004260,bone disease,False,15.0,410,410,410
EFO_0004261,osteitis deformans,False,3.0,74,74,74
EFO_0004262,panic disorder,False,25.0,157,157,157
EFO_0004263,partial epilepsy,False,51.0,165,165,165
EFO_0004264,vascular disease,False,39.0,663,663,663
EFO_0004265,peripheral arterial disease,False,94.0,510,510,510
EFO_0004266,primary ovarian insufficiency,False,4.0,152,152,152
EFO_0004267,biliary liver cirrhosis,False,2.0,67,67,67
EFO_0004268,sclerosing cholangitis,False,24.0,272,272,272
EFO_0004269,cardiac arrhythmia,False,57.0,359,359,359
EFO_0004270,restless legs syndrome,False,19.0,102,102,102
EFO_0004273,scoliosis,False,43.0,232,232,232
EFO_0004274,gout,False,33.0,164,164,164
EFO_0004276,Stevens-Johnson syndrome,False,4.0,68,68,68
EFO_0004277,brain infarction,False,6.0,298,298,298
EFO_0004278,sudden cardiac arrest,False,32.0,117,117,117
EFO_0004280,movement disorder,False,10.0,270,270,270
EFO_0004281,testicular neoplasm,False,13.0,32,32,32
EFO_0004282,thoracic aortic aneurysm,False,4.0,145,145,145
EFO_0004283,,,0.0,17,17,17
EFO_0004284,upper aerodigestive tract neoplasm,False,70.0,74,74,74
EFO_0004286,venous thromboembolism,False,14.0,379,379,379
EFO_0004287,ventricular fibrillation,False,22.0,99,99,99
EFO_0004288,colonic neoplasm,False,41.0,662,662,662
EFO_0004289,lymphoid leukemia,False,191.0,361,361,361
EFO_0004315,drinking behavior,True,0.0,3,3,3
EFO_0004318,smoking behavior,False,4.0,58,58,58
EFO_0004319,smoking cessation,False,63.0,101,101,101
EFO_0004320,suicidal ideation,False,15.0,17,17,17
EFO_0004321,attempted suicide,False,7.0,11,11,11
EFO_0004329,alcohol drinking,False,60.0,309,309,309
EFO_0004330,,,0.0,9,9,9
EFO_0004333,,,0.0,3,3,3
EFO_0004335,short-term memory,False,40.0,41,41,41
EFO_0004337,intelligence,False,1.0,93,93,93
EFO_0004347,,,0.0,15,15,15
EFO_0004363,,,0.0,3,3,3
EFO_0004537,,,0.0,19,19,19
EFO_0004540,chronic fatigue syndrome,False,5.0,184,184,184
EFO_0004562,,,0.0,166,166,166
EFO_0004593,gestational diabetes,False,58.0,624,624,624
EFO_0004596,diabetes mellitus type 2 associated cataract,True,0.0,1,1,1
EFO_0004599,acute graft vs. host disease,False,43.0,63,63,63
EFO_0004606,gallbladder neoplasm,False,35.0,83,83,83
EFO_0004607,duodenal ulcer,False,7.0,172,172,172
EFO_0004608,cystic fibrosis associated meconium ileus,True,0.0,1,1,1
EFO_0004610,acute lung injury,False,32.0,658,658,658
EFO_0004616,"osteoarthritis, knee",False,127.0,389,389,389
EFO_0004645,,,0.0,12,12,12
EFO_0004653,response to TNF antagonist,True,0.0,2,2,2
EFO_0004683,wet macular degeneration,False,10.0,191,191,191
EFO_0004686,,,0.0,8,8,8
EFO_0004698,insomnia,False,61.0,394,394,394
EFO_0004699,gambling behaviour,False,54.0,55,55,55
EFO_0004701,methamphetamine dependence,False,84.0,107,107,107
EFO_0004705,hypothyroidism,False,4.0,511,511,511
EFO_0004707,,,0.0,55,55,55
EFO_0004708,nodular sclerosis Hodgkin lymphoma,False,40.0,88,88,88
EFO_0004710,pelvic organ prolapse,False,6.0,171,171,171
EFO_0004711,elephantiasis,True,0.0,20,20,20
EFO_0004712,podoconiosis,True,0.0,17,17,17
EFO_0004718,vascular dementia,False,18.0,275,275,275
EFO_0004719,pemphigus vulgaris,False,13.0,190,190,190
EFO_0004720,,,0.0,297,297,297
EFO_0004772,,,0.0,7,7,7
EFO_0004775,toxic epidermal necrolysis,False,6.0,116,116,116
EFO_0004777,alcohol withdrawal,False,16.0,42,42,42
EFO_0004795,skin sensitivity to sun,True,0.0,4,4,4
EFO_0004799,cholelithiasis,False,1.0,178,178,178
EFO_0004826,anti-neutrophil antibody associated vasculitis,False,21.0,22,22,22
EFO_0004875,,,0.0,139,139,139
EFO_0004890,,,0.0,1,1,1
EFO_0004893,,,0.0,12,12,12
EFO_0004895,Tourette syndrome,False,56.0,197,197,197
EFO_0004906,,,0.0,833,833,833
EFO_0004911,familial hypercholesterolemia,False,15.0,178,178,178
EFO_0004986,,,0.0,312,312,312
EFO_0004991,Myasthenia gravis,False,85.0,325,325,325
EFO_0004992,Otitis media,False,3.0,155,155,155
EFO_0004994,,,0.0,386,386,386
EFO_0004996,,,0.0,52,52,52
EFO_0004997,type 2 diabetes nephropathy,False,29.0,141,141,141
EFO_0005039,,,0.0,88,88,88
EFO_0005044,Leishmaniasis,False,33.0,379,379,379
EFO_0005045,,,0.0,363,363,363
EFO_0005046,cutaneous Leishmaniasis,False,34.0,200,200,200
EFO_0005088,testicular carcinoma,False,41.0,126,126,126
EFO_0005109,energy expenditure,False,1.0,1,1,1
EFO_0005137,,,0.0,21,21,21
EFO_0005138,,,0.0,69,69,69
EFO_0005140,autoimmune disease,False,5.0,869,869,869
EFO_0005203,eating disorder,False,63.0,179,179,179
EFO_0005204,bulimia nervosa,False,47.0,101,101,101
EFO_0005207,congenital heart disease,False,80.0,435,435,435
EFO_0005220,pulmonary neuroendocrine tumor,False,7.0,95,95,95
EFO_0005221,cholangiocarcinoma,False,95.0,736,736,736
EFO_0005222,avian influenza,False,4.0,79,79,79
EFO_0005223,acute stress reaction,False,5.0,24,24,24
EFO_0005224,Q fever,True,0.0,83,83,83
EFO_0005225,human african trypanosomiasis,False,1.0,237,237,237
EFO_0005226,swine influenza,False,1.0,101,101,101
EFO_0005229,,,0.0,315,315,315
EFO_0005232,endometrium adenocarcinoma,False,31.0,276,276,276
EFO_0005235,primitive neuroectodermal tumor,False,15.0,375,375,375
EFO_0005239,,,0.0,107,107,107
EFO_0005240,rhegmatogenous retinal detachment,False,13.0,59,59,59
EFO_0005246,hypersomnia,False,9.0,47,47,47
EFO_0005251,hypotension,False,55.0,130,130,130
EFO_0005252,orthostatic hypotension,False,45.0,129,129,129
EFO_0005253,postprandial hypotension,True,0.0,2,2,2
EFO_0005269,,,0.0,51,51,51
EFO_0005279,temporomandibular joint disorder,False,28.0,89,89,89
EFO_0005287,,,0.0,151,151,151
EFO_0005288,non-small cell lung adenocarcinoma,False,1.0,62,62,62
EFO_0005297,Granulomatosis with Polyangiitis,False,14.0,196,196,196
EFO_0005301,reading and spelling ability,True,0.0,1,1,1
EFO_0005303,,,0.0,167,167,167
EFO_0005304,,,0.0,90,90,90
EFO_0005305,,,0.0,4,4,4
EFO_0005306,ventricular tachycardia,False,20.0,135,135,135
EFO_0005307,,,0.0,45,45,45
EFO_0005308,,,0.0,34,34,34
EFO_0005319,contact dermatitis,False,1.0,145,145,145
EFO_0005321,molar-incisor hypomineralization,True,0.0,22,22,22
EFO_0005325,,,0.0,7,7,7
EFO_0005400,chemotherapy-induced alopecia,False,1.0,2,2,2
EFO_0005405,,,0.0,59,59,59
EFO_0005406,colorectal adenoma,False,6.0,314,314,314
EFO_0005407,psychosis,False,60.0,413,413,413
EFO_0005410,,,0.0,37,37,37
EFO_0005411,schizoaffective disorder,False,106.0,163,163,163
EFO_0005422,skin aging,False,1.0,144,144,144
EFO_0005423,,,0.0,129,129,129
EFO_0005424,,,0.0,49,49,49
EFO_0005425,,,0.0,55,55,55
EFO_0005524,,,0.0,50,50,50
EFO_0005529,Chagas cardiomyopathy,False,5.0,67,67,67
EFO_0005531,urticaria,False,26.0,241,241,241
EFO_0005532,angioedema,False,18.0,123,123,123
EFO_0005537,triple-negative breast cancer,False,201.0,1114,1114,1114
EFO_0005539,adrenal gland disease,False,7.0,13,13,13
EFO_0005540,bile duct carcinoma,False,58.0,220,220,220
EFO_0005541,bone development disease,True,0.0,12,12,12
EFO_0005542,botulism,False,40.0,52,52,52
EFO_0005543,glioma,False,1.0,1220,1220,1220
EFO_0005545,,,0.0,12,12,12
EFO_0005546,congenital disorder of glycosylation type II,True,0.0,54,54,54
EFO_0005547,dengue disease,False,8.0,484,484,484
EFO_0005548,,,0.0,33,33,33
EFO_0005549,,,0.0,87,87,87
EFO_0005551,,,0.0,25,25,25
EFO_0005555,gamma chain deficiency,False,1.0,195,195,195
EFO_0005556,Gilbert syndrome,True,0.0,30,30,30
EFO_0005557,gum cancer,True,0.0,15,15,15
EFO_0005560,,,0.0,11,11,11
EFO_0005561,histiocytoma,False,1.0,26,26,26
EFO_0005562,,,0.0,132,132,132
EFO_0005565,,,0.0,1,1,1
EFO_0005567,malignant peritoneal mesothelioma,False,16.0,62,62,62
EFO_0005569,,,0.0,139,139,139
EFO_0005570,oral cavity cancer,False,20.0,131,131,131
EFO_0005571,,,0.0,29,29,29
EFO_0005576,,,0.0,66,66,66
EFO_0005577,pharynx cancer,False,13.0,77,77,77
EFO_0005578,,,0.0,114,114,114
EFO_0005579,,,0.0,5,5,5
EFO_0005580,,,0.0,27,27,27
EFO_0005581,,,0.0,155,155,155
EFO_0005582,renal pelvis carcinoma,False,12.0,21,21,21
EFO_0005583,,,0.0,61,61,61
EFO_0005584,,,0.0,77,77,77
EFO_0005585,,,0.0,81,81,81
EFO_0005588,small intestine carcinoma,False,3.0,55,55,55
EFO_0005590,,,0.0,1,1,1
EFO_0005591,,,0.0,16,16,16
EFO_0005592,T-cell leukemia,False,10.0,317,317,317
EFO_0005593,,,0.0,154,154,154
EFO_0005595,toxic encephalopathy,True,0.0,7,7,7
EFO_0005611,opioid dependence,False,77.0,199,199,199
EFO_0005612,morphine dependence,False,3.0,141,141,141
EFO_0005622,,,0.0,56,56,56
EFO_0005623,,,0.0,25,25,25
EFO_0005624,,,0.0,21,21,21
EFO_0005626,,,0.0,39,39,39
EFO_0005627,,,0.0,9,9,9
EFO_0005628,proctitis,False,9.0,81,81,81
EFO_0005629,small bowel Crohn's disease,False,4.0,13,13,13
EFO_0005631,rectal adenocarcinoma,False,6.0,382,382,382
EFO_0005649,,,0.0,12,12,12
EFO_0005658,response to selective serotonin reuptake inhibitor,True,0.0,2,2,2
EFO_0005669,intracerebral hemorrhage,False,34.0,362,362,362
EFO_0005670,,,0.0,236,236,236
EFO_0005672,acute coronary syndrome,False,123.0,438,438,438
EFO_0005676,Autoimmune Hepatitis,False,9.0,394,394,394
EFO_0005678,hippocampal sclerosis of aging,True,0.0,2,2,2
EFO_0005681,Staphylococcus aureus infection,False,1.0,183,183,183
EFO_0005687,fibromyalgia,False,106.0,424,424,424
EFO_0005701,malignant rhabdoid tumour,False,2.0,111,111,111
EFO_0005708,renal cell adenocarcinoma,False,21.0,315,315,315
EFO_0005716,retinal cancer,True,0.0,3,3,3
EFO_0005717,retinoblastoma (nonhereditary),True,0.0,6,6,6
EFO_0005741,infectious disease,False,16.0,585,585,585
EFO_0005751,eye allergy,False,7.0,8,8,8
EFO_0005753,ocular vascular disease,False,3.0,11,11,11
EFO_0005754,parathyroid disease,False,13.0,37,37,37
EFO_0005755,rheumatic disease,False,11.0,364,364,364
EFO_0005761,lupus nephritis,False,41.0,444,444,444
EFO_0005769,,,0.0,9,9,9
EFO_0005771,,,0.0,74,74,74
EFO_0005772,neurodegenerative disease,False,3.0,1189,1189,1189
EFO_0005773,retinal detachment,False,2.0,177,177,177
EFO_0005774,brain disease,False,54.0,522,522,522
EFO_0005775,aortic disease,False,2.0,110,110,110
EFO_0005782,,,0.0,106,106,106
EFO_0005783,NUT midline carcinoma,False,20.0,97,97,97
EFO_0005784,,,0.0,73,73,73
EFO_0005785,,,0.0,33,33,33
EFO_0005799,neonatal abstinence syndrome,False,9.0,134,134,134
EFO_0005800,substance withdrawal syndrome,False,18.0,65,65,65
EFO_0005801,cholesterol embolism,False,1.0,5,5,5
EFO_0005802,,,0.0,71,71,71
EFO_0005803,hematologic disease,False,15.0,405,405,405
EFO_0005804,,,0.0,127,127,127
EFO_0005809,,,0.0,55,55,55
EFO_0005815,,,0.0,315,315,315
EFO_0005840,,,0.0,49,49,49
EFO_0005846,cryoglobulinemia,False,2.0,59,59,59
EFO_0005854,allergic rhinitis,False,38.0,458,458,458
EFO_0005855,,,0.0,3,3,3
EFO_0005856,arthritis,False,19.0,173,173,173
EFO_0005895,,,0.0,96,96,96
EFO_0005917,,,0.0,118,118,118
EFO_0005922,esophageal squamous cell carcinoma,False,92.0,973,973,973
EFO_0005924,binge eating,False,46.0,71,71,71
EFO_0005932,,,0.0,65,65,65
EFO_0005938,congenital left-sided heart lesions,False,1.0,33,33,33
EFO_0005950,head and neck neoplasia,False,24.0,237,237,237
EFO_0005952,non-Hodgkins lymphoma,False,276.0,700,700,700
EFO_0006318,breast ductal adenocarcinoma,False,14.0,369,369,369
EFO_0006342,,,0.0,75,75,75
EFO_0006343,,,0.0,280,280,280
EFO_0006344,medication adherence behavior,False,1.0,1,1,1
EFO_0006346,severe cutaneous adverse reaction,False,2.0,2,2,2
EFO_0006352,laryngeal squamous cell carcinoma,False,48.0,505,505,505
EFO_0006387,,,0.0,36,36,36
EFO_0006388,cystic renal cell carcinoma,True,0.0,7,7,7
EFO_0006391,,,0.0,16,16,16
EFO_0006452,malignant epithelioid mesothelioma,False,11.0,74,74,74
EFO_0006460,,,0.0,169,169,169
EFO_0006462,ovarian mucinous adenocarcinoma,False,19.0,143,143,143
EFO_0006463,,,0.0,68,68,68
EFO_0006471,,,0.0,1,1,1
EFO_0006475,plasma cell leukemia,False,41.0,106,106,106
EFO_0006497,,,0.0,11,11,11
EFO_0006500,,,0.0,73,73,73
EFO_0006505,chronic bronchitis,False,13.0,166,166,166
EFO_0006509,,,0.0,26,26,26
EFO_0006510,Herpes Zoster,False,4.0,168,168,168
EFO_0006511,,,0.0,53,53,53
EFO_0006513,,,0.0,17,17,17
EFO_0006544,bladder transitional cell carcinoma,False,102.0,722,722,722
EFO_0006545,,,0.0,190,190,190
EFO_0006566,,,0.0,91,91,91
EFO_0006718,ovarian leiomyosarcoma,False,12.0,20,20,20
EFO_0006719,,,0.0,15,15,15
EFO_0006732,pancreatic adenosquamous carcinoma,False,5.0,16,16,16
EFO_0006738,plasmacytoma,False,35.0,233,233,233
EFO_0006740,,,0.0,39,39,39
EFO_0006772,undifferentiated carcinoma,False,23.0,191,191,191
EFO_0006788,anxiety disorder,False,24.0,326,326,326
EFO_0006789,typhoid fever,True,0.0,84,84,84
EFO_0006790,cerebral amyloid angiopathy,False,1.0,311,311,311
EFO_0006791,vascular brain injury,True,0.0,5,5,5
EFO_0006792,Lewy body dementia,False,7.0,337,337,337
EFO_0006802,,,0.0,1,1,1
EFO_0006803,vasculitis,False,23.0,360,360,360
EFO_0006804,,,0.0,10,10,10
EFO_0006812,,,0.0,262,262,262
EFO_0006813,,,0.0,5,5,5
EFO_0006819,mild disease course,True,0.0,17,17,17
EFO_0006820,,,0.0,53,53,53
EFO_0006857,,,0.0,227,227,227
EFO_0006858,,,0.0,76,76,76
EFO_0006859,head and neck malignant neoplasia,False,229.0,767,767,767
EFO_0006861,male breast carcinoma,False,107.0,133,133,133
EFO_0006862,Meniere disease,False,7.0,91,91,91
EFO_0006890,fibrosis,False,32.0,694,694,694
EFO_0006891,,,0.0,41,41,41
EFO_0006893,proliferative inflammatory atrophy,True,0.0,5,5,5
EFO_0006995,,,0.0,2,2,2
EFO_0007044,,,0.0,1,1,1
EFO_0007046,executive function,False,1.0,1,1,1
EFO_0007126,Acanthamoeba keratitis,False,1.0,51,51,51
EFO_0007127,actinobacillosis,True,0.0,1,1,1
EFO_0007128,actinomycosis,True,0.0,21,21,21
EFO_0007129,acute chest syndrome,False,3.0,44,44,44
EFO_0007130,,,0.0,52,52,52
EFO_0007131,acute hemorrhagic conjunctivitis,True,0.0,1,1,1
EFO_0007132,acute hemorrhagic leukoencephalitis,True,0.0,45,45,45
EFO_0007133,,,0.0,16,16,16
EFO_0007134,,,0.0,33,33,33
EFO_0007135,adult-onset Still's disease,False,5.0,151,151,151
EFO_0007136,agnosia,True,0.0,2,2,2
EFO_0007137,,,0.0,31,31,31
EFO_0007138,,,0.0,2,2,2
EFO_0007139,aleutian mink disease,True,0.0,8,8,8
EFO_0007140,allergic bronchopulmonary aspergillosis,False,2.0,98,98,98
EFO_0007141,allergic conjunctivitis,False,19.0,139,139,139
EFO_0007142,Alphavirus infectious disease,True,0.0,62,62,62
EFO_0007143,alveolar soft part sarcoma,False,17.0,96,96,96
EFO_0007144,,,0.0,153,153,153
EFO_0007145,ancylostomiasis,True,0.0,1,1,1
EFO_0007146,,,0.0,12,12,12
EFO_0007147,anogenital venereal wart,False,6.0,78,78,78
EFO_0007148,aortic valve insufficiency,False,6.0,60,60,60
EFO_0007149,appendicitis,False,28.0,183,183,183
EFO_0007150,,,0.0,26,26,26
EFO_0007152,Arterivirus infectious disease,True,0.0,3,3,3
EFO_0007153,,,0.0,80,80,80
EFO_0007154,ascariasis,True,0.0,25,25,25
EFO_0007155,ascaridiasis,True,0.0,2,2,2
EFO_0007157,aspergillosis,False,12.0,133,133,133
EFO_0007159,atrophic rhinitis,False,1.0,12,12,12
EFO_0007160,autoimmune thrombocytopenic purpura,False,50.0,414,414,414
EFO_0007162,,,0.0,86,86,86
EFO_0007164,,,0.0,141,141,141
EFO_0007166,bartonellosis,True,0.0,17,17,17
EFO_0007167,Bell's palsy,False,1.0,39,39,39
EFO_0007168,berylliosis,False,6.0,50,50,50
EFO_0007169,biliary dyskinesia,False,2.0,5,5,5
EFO_0007173,Blastocystis hominis infectious disease,True,0.0,7,7,7
EFO_0007174,blastomycosis,True,0.0,23,23,23
EFO_0007175,blind loop syndrome,True,0.0,2,2,2
EFO_0007176,bone giant cell tumor,False,2.0,69,69,69
EFO_0007177,,,0.0,1,1,1
EFO_0007178,borna disease,True,0.0,9,9,9
EFO_0007179,boutonneuse fever,True,0.0,31,31,31
EFO_0007180,bovine respiratory disease complex,True,0.0,3,3,3
EFO_0007182,Brill-Zinsser disease,True,0.0,1,1,1
EFO_0007183,bronchiolitis obliterans,False,18.0,184,184,184
EFO_0007184,,,0.0,76,76,76
EFO_0007185,brucellosis,False,4.0,223,223,223
EFO_0007187,bullous pemphigoid,False,18.0,139,139,139
EFO_0007188,Bunyaviridae infectious disease,True,0.0,7,7,7
EFO_0007189,Caliciviridae infectious disease,True,0.0,6,6,6
EFO_0007190,,,0.0,39,39,39
EFO_0007191,cannabis dependence,False,69.0,105,105,105
EFO_0007192,Caplan's syndrome,True,0.0,1,1,1
EFO_0007193,,,0.0,7,7,7
EFO_0007194,Cardiovirus infectious disease,True,0.0,1,1,1
EFO_0007195,cat-scratch disease,True,0.0,11,11,11
EFO_0007196,Cauda equina syndrome,False,2.0,14,14,14
EFO_0007199,central nervous system tuberculosis,True,0.0,10,10,10
EFO_0007200,cerebral toxoplasmosis,False,1.0,51,51,51
EFO_0007202,,,0.0,8,8,8
EFO_0007204,chickenpox,True,0.0,52,52,52
EFO_0007205,Chlamydia trachomatis infectious disease,False,4.0,207,207,207
EFO_0007207,chromoblastomycosis,True,0.0,21,21,21
EFO_0007208,Churg-Strauss syndrome,False,5.0,110,110,110
EFO_0007210,clonorchiasis,True,0.0,40,40,40
EFO_0007211,coccidioidomycosis,False,1.0,58,58,58
EFO_0007212,coccidiosis,True,0.0,61,61,61
EFO_0007214,common cold,False,36.0,86,86,86
EFO_0007215,composite lymphoma,True,0.0,2,2,2
EFO_0007216,,,0.0,116,116,116
EFO_0007217,,,0.0,9,9,9
EFO_0007218,,,0.0,561,561,561
EFO_0007219,,,0.0,10,10,10
EFO_0007220,,,0.0,46,46,46
EFO_0007221,contagious pleuropneumonia,True,0.0,2,2,2
EFO_0007222,contagious pustular dermatitis,True,0.0,1,1,1
EFO_0007223,Coronaviridae infectious disease,True,0.0,1,1,1
EFO_0007224,coronavirus infectious disease,False,31.0,344,344,344
EFO_0007225,cowpox,True,0.0,8,8,8
EFO_0007226,coxsackievirus infectious disease,True,0.0,22,22,22
EFO_0007227,croup,False,1.0,10,10,10
EFO_0007228,cryptococcal meningitis,False,5.0,53,53,53
EFO_0007229,,,0.0,147,147,147
EFO_0007230,cyclosporiasis,True,0.0,2,2,2
EFO_0007231,cysticercosis,False,6.0,75,75,75
EFO_0007232,cystoisosporiasis,True,0.0,3,3,3
EFO_0007233,,,0.0,22,22,22
EFO_0007236,,,0.0,27,27,27
EFO_0007238,,,0.0,1,1,1
EFO_0007239,,,0.0,6,6,6
EFO_0007241,dracunculiasis,True,0.0,6,6,6
EFO_0007242,Eastern equine encephalitis,True,0.0,8,8,8
EFO_0007243,Ebola hemorrhagic fever,False,13.0,120,120,120
EFO_0007244,,,0.0,61,61,61
EFO_0007245,,,0.0,77,77,77
EFO_0007246,echinostomiasis,True,0.0,1,1,1
EFO_0007247,,,0.0,14,14,14
EFO_0007248,,,0.0,19,19,19
EFO_0007249,emphysematous cholecystitis,True,0.0,1,1,1
EFO_0007250,,,0.0,8,8,8
EFO_0007251,,,0.0,32,32,32
EFO_0007252,,,0.0,96,96,96
EFO_0007254,enterobiasis,True,0.0,9,9,9
EFO_0007255,,,0.0,85,85,85
EFO_0007257,eosinophilic pneumonia,False,1.0,94,94,94
EFO_0007258,ephemeral fever,True,0.0,1,1,1
EFO_0007260,epidural abscess,True,0.0,4,4,4
EFO_0007261,epiglottitis,True,0.0,3,3,3
EFO_0007262,epilepsy with generalized tonic-clonic seizures,False,39.0,43,43,43
EFO_0007263,equine infectious anemia,True,0.0,5,5,5
EFO_0007265,eumycotic mycetoma,True,0.0,37,37,37
EFO_0007266,eunuchism,True,0.0,2,2,2
EFO_0007269,Felty's syndrome,True,0.0,112,112,112
EFO_0007271,,,0.0,11,11,11
EFO_0007272,filarial elephantiasis,False,4.0,21,21,21
EFO_0007274,Flaviviridae infectious disease,True,0.0,12,12,12
EFO_0007275,focal epithelial hyperplasia,True,0.0,3,3,3
EFO_0007276,,,0.0,29,29,29
EFO_0007277,,,0.0,43,43,43
EFO_0007278,fungal lung infectious disease,True,0.0,33,33,33
EFO_0007279,,,0.0,58,58,58
EFO_0007280,,,0.0,5,5,5
EFO_0007282,,,0.0,33,33,33
EFO_0007283,,,0.0,9,9,9
EFO_0007285,,,0.0,96,96,96
EFO_0007286,glanders,True,0.0,2,2,2
